,FERAID,NGS Run Number,BIOSYS site ID,Season,Dataset,SPT_Name,Conductivity,N_NH4,N_NO3,P_PO4,Alkalinity,pH,TotalRead,NonPlankRead,NoBlast Hit,% No Blast Hit of total count,NGS_TDI,LM_TDI4,LM_TDI5,Northing,Easting,Lon,Lat
222,2395,Diatom1 ,50031,Spr,2016,NEWTON BRIDGE (SK0480025900),619.1180216,0.03538044,3.750385748,0.077088934,189,8.060000014,20271,20257,8153,40.24781557,72.1752262,82.3013245,82.15909091,325916,404887,52.83074578,-1.928907362
223,2404,Diatom3,50031,Aut,2016,NEWTON BRIDGE (SK0480025900),619.1180216,0.03538044,3.750385748,0.077088934,189,8.060000014,37198,32462,16412,50.55757501,63.45742521,73.76221498,73.91167192,325916,404887,52.83074578,-1.928907362
224,2862,Diatom3,50378,Spr,2016,MIDDLE HULME (CHURNET),180.1270612,0.032409719,0.967262244,0.032264761,39.41666667,7.924999913,60099,60097,36806,61.24432168,23.12252545,48.90879479,47.84126984,360287,399930,53.13973422,-2.002500843
225,2800,Diatom4,50378,Aut,2016,MIDDLE HULME (CHURNET),180.1270612,0.032409719,0.967262244,0.032264761,39.41666667,7.924999913,46800,46800,18402,39.32051282,47.30432268,46.28184713,45.9414557,360287,399930,53.13973422,-2.002500843
226,2481,Diatom1 ,51073,Spr,2016,INLET BLACKBROOK RESERVOIR,534.4114922,0.026201872,3.173767604,0.056513019,194.3333333,8.190000097,25646,25466,6994,27.46406974,69.6484045,73.60367893,73.49087894,317070,446720,52.74923654,-1.309292004
227,2758,Diatom4,51073,Aut,2016,INLET BLACKBROOK RESERVOIR,534.4114922,0.026201872,3.173767604,0.056513019,194.3333333,8.190000097,59795,59731,11470,19.20275904,72.19676701,67.67133956,67.63931889,317070,446720,52.74923654,-1.309292004
228,2986,Diatom1,51342,Spr,2016,HATHERSAGE LEADMILL BRIDGE,226.8278968,0.020068084,1.016719891,0.019512436,67.5,7.893333435,33255,33254,22770,68.47296566,49.02065897,41.75189394,39.04096834,380612,423387,53.32192038,-1.65036882
229,3214,Diatom5,51342,Aut,2016,HATHERSAGE LEADMILL BRIDGE,226.8278968,0.020068084,1.016719891,0.019512436,67.5,7.893333435,19117,19105,4989,26.11358283,65.20134419,54.84627832,54.71682848,380612,423387,53.32192038,-1.65036882
230,2603,Diatom1,51392,Spr,2016,HAMSTALL RIDWARE (SK1090019000),745.6110836,0.061454337,3.529271375,0.176468334,155.875,7.99562493,18839,18375,9272,50.45986395,67.62246506,74.93127148,74.93377483,319005,410927,52.76853246,-1.839487995
231,2402,Diatom3,51392,Aut,2016,HAMSTALL RIDWARE (SK1090019000),745.6110836,0.061454337,3.529271375,0.176468334,155.875,7.99562493,87663,85690,30018,35.03092543,70.14897538,74.33242507,72.59408602,319005,410927,52.76853246,-1.839487995
232,3057,Diatom3,51495,Spr,2016,GRINDLEFORD,190.5469173,0.021035086,0.993886509,0.01408533,54.66666667,7.87833341,48143,48142,20737,43.07465415,55.04349199,44.75396825,43.63132911,377801,424469,53.29660501,-1.634341652
233,3208,Diatom5,51495,Aut,2016,GRINDLEFORD,190.5469173,0.021035086,0.993886509,0.01408533,54.66666667,7.87833341,24631,24614,11657,47.35922646,61.28769808,43.26404494,42.35651214,377801,424469,53.29660501,-1.634341652
234,2396,Diatom2 ,51649,Spr,2016,FRITH BOTTOM FARM,219.977103,0.068331777,1.234531089,0.045348346,63,7.808787837,28208,28207,3319,11.76658276,58.13350789,54.21677215,52.92701863,361284,399260,53.14869554,-2.012519128
235,2803,Diatom4,51649,Aut,2016,FRITH BOTTOM FARM,219.977103,0.068331777,1.234531089,0.045348346,63,7.808787837,48073,48060,16654,34.65251769,56.92493637,64.6763754,62.25080386,361284,399260,53.14869554,-2.012519128
236,2906,Diatom2,51715,Spr,2016,FLUME D/S SOLOMANS HOLLOW BK (D/S TITTESWORTH RES),203.9448687,0.044032881,0.810993241,0.04557329,54.83333333,7.919999997,23910,23679,3967,16.75324127,68.64141738,64.42367601,64.42367601,358119,399290,53.12024553,-2.012062429
237,2799,Diatom4,51715,Aut,2016,FLUME D/S SOLOMANS HOLLOW BK (D/S TITTESWORTH RES),203.9448687,0.044032881,0.810993241,0.04557329,54.83333333,7.919999997,45081,45021,15771,35.03031918,60.8074799,69.39873418,68.8170347,358119,399290,53.12024553,-2.012062429
238,2480,Diatom2 ,52427,Spr,2016,D/S BLACKBROOK RESERVOIR,449.0449928,0.036391246,1.788746859,0.172429715,136.3333333,8.140000025,86147,86133,19607,22.76363299,56.21096682,53.36012862,52.7724359,318450,445860,52.7617147,-1.321839192
239,2763,Diatom4,52427,Aut,2016,D/S BLACKBROOK RESERVOIR,449.0449928,0.036391246,1.788746859,0.172429715,136.3333333,8.140000025,50778,50675,27282,53.83719783,67.39807816,62.33247423,61.95876289,318450,445860,52.7617147,-1.321839192
240,2991,Diatom2,53858,Spr,2016,ALPORT,591.2386183,0.029999999,4.099154393,0.014504919,250.3513514,8.239523797,64125,64116,32428,50.57707904,40.13770661,48.13301282,47.70249221,364562,422041,53.17771022,-1.671680398
241,3228,Diatom5,53858,Aut,2016,ALPORT,591.2386183,0.029999999,4.099154393,0.014504919,250.3513514,8.239523797,26747,26747,10626,39.72781994,49.7568801,52.86507937,52.5390625,364562,422041,53.17771022,-1.671680398
242,2397,Diatom2 ,53973,Spr,2016,ABBEY GREEN ROAD LEEK (CHURNET),226.4839974,0.040135149,0.87470356,0.027903507,54.5,8.078333298,48912,48652,14633,30.07687248,55.08463582,67.4623494,66.79850746,357215,397925,53.11211563,-2.032451994
243,2797,Diatom4,53973,Aut,2016,ABBEY GREEN ROAD LEEK (CHURNET),226.4839974,0.040135149,0.87470356,0.027903507,54.5,8.078333298,44835,44756,11273,25.18768433,63.09222462,66.34858044,66.07704403,357215,397925,53.11211563,-2.032451994
244,2938,Diatom2,54786,Spr,2016,BELSTEAD BRIDGE,842.450188,0.053516929,8.297125696,0.142178902,262.4166667,8.241666714,50856,49992,13454,26.91230597,70.43378141,72.9222973,72.39130435,241900,614300,52.03407602,1.122850455
245,2956,Diatom4,54786,Aut,2016,BELSTEAD BRIDGE,842.450188,0.053516929,8.297125696,0.142178902,262.4166667,8.241666714,17346,11854,2626,22.15285979,74.94268703,68.53383459,71.90095847,241900,614300,52.03407602,1.122850455
246,2936,Diatom2,54809,Spr,2016,COLTISHALL BRIDGE INVERTEBRATE SITE (D/S HORSTEAD MILL),782.2797292,0.047738683,5.108769158,0.038718906,223.2222222,7.940270205,74956,74640,26469,35.46221865,61.84195764,80.59649123,78.04918033,319317,626738,52.72394657,1.356183225
247,2786,Diatom4,54809,Aut,2016,COLTISHALL BRIDGE INVERTEBRATE SITE (D/S HORSTEAD MILL),782.2797292,0.047738683,5.108769158,0.038718906,223.2222222,7.940270205,46901,46785,21173,45.25595811,64.2901613,67.77966102,67.83606557,319317,626738,52.72394657,1.356183225
248,2926,Diatom1,54901,Spr,2016,EAST BARSHAM BRIDGE,720.7945821,0.031580586,3.290317095,0.039461705,257.75,8.062500119,24259,24253,8033,33.12167567,66.96559972,60.93846154,60.98159509,334000,591700,52.86931815,0.846686054
249,2801,Diatom4,54901,Aut,2016,EAST BARSHAM BRIDGE,720.7945821,0.031580586,3.290317095,0.039461705,257.75,8.062500119,47819,47752,18838,39.44965656,79.35066288,84.69672131,84.69672131,334000,591700,52.86931815,0.846686054
250,2933,Diatom2,54964,Spr,2016,RINGLAND BRIDGE,751.9097485,0.0338541,5.686049854,0.044059154,248.2727273,8.0690908,31931,31593,12429,39.34099326,72.40016523,75.7996633,75.92857143,313700,614200,52.67863471,1.167179087
251,2745,Diatom4,54964,Aut,2016,RINGLAND BRIDGE,751.9097485,0.0338541,5.686049854,0.044059154,248.2727273,8.0690908,65592,65381,23412,35.80856824,52.16354861,66.78913738,63.6377709,313700,614200,52.67863471,1.167179087
252,2471,Diatom2 ,55088,Spr,2016,THUNDER BRIDGE,687.3267758,0.038324928,9.304934233,0.01523615,216.8611111,7.873513492,23356,23320,9666,41.44939966,47.84114402,35.68403909,34.82258065,328700,492000,52.84795423,-0.635366636
253,2761,Diatom4,55088,Aut,2016,THUNDER BRIDGE,687.3267758,0.038324928,9.304934233,0.01523615,216.8611111,7.873513492,72259,72127,38453,53.3129064,37.77237931,63.39820359,63.43283582,328700,492000,52.84795423,-0.635366636
254,2931,Diatom2,55583,Spr,2016,EMPINGHAM,964.8484785,0.179526281,1.235218568,0.015874138,225.78125,7.836666663,38970,36733,18083,49.22821441,47.85397529,48.52099237,43.40163934,308200,495100,52.6631866,-0.595289667
255,3198,Diatom5,55583,Aut,2016,EMPINGHAM,964.8484785,0.179526281,1.235218568,0.015874138,225.78125,7.836666663,24604,24593,15622,63.52214045,75.25908747,64.27570093,63.62385321,308200,495100,52.6631866,-0.595289667
256,3030,Diatom3,55588,Spr,2016,FOOTBRIDGE U/S BELMESTHORPE,816.1652349,0.10295747,7.907259134,0.195472761,217.3333333,8.166666667,37172,37126,21561,58.07520336,80.70008023,78.15457413,76.953125,310400,504200,52.68128622,-0.4600929
257,3229,Diatom5,55588,Aut,2016,FOOTBRIDGE U/S BELMESTHORPE,816.1652349,0.10295747,7.907259134,0.195472761,217.3333333,8.166666667,20208,20204,7143,35.35438527,62.18636381,64.34563758,62.35099338,310400,504200,52.68128622,-0.4600929
258,2928,Diatom2,55714,Spr,2016,EMPINGHAM,700.7673892,0.10808271,7.597204947,0.064404336,213.625,8.059722265,44100,44080,17396,39.4646098,49.5438469,36.43120393,36.08058608,308900,495700,52.66937201,-0.586218011
259,2688,Diatom3,55714,Aut,2016,EMPINGHAM,700.7673892,0.10808271,7.597204947,0.064404336,213.625,8.059722265,51534,51534,25203,48.9055769,60.52360683,63.26923077,62.80528053,308900,495700,52.66937201,-0.586218011
260,2627,Diatom2,63372,Spr,2016,LIZA - 1000M U/S ENNERDALE WATER,40.20771548,0.012164404,0.215443897,0.003549537,5.166666667,7.666666667,10117,10115,7019,69.39199209,7.086317827,22.61324042,19.93902439,514100,313400,54.51477317,-3.339207688
261,2829,Diatom4,63372,Aut,2016,LIZA - 1000M U/S ENNERDALE WATER,40.20771548,0.012164404,0.215443897,0.003549537,5.166666667,7.666666667,39564,39564,25693,64.94034981,9.999732972,11.97952218,12,514100,313400,54.51477317,-3.339207688
262,3050,Diatom2,63641,Spr,2016,EAMONT - 10M D/S EAMONT BRIDGE,110.0000158,0.031088949,0.45560098,0.013683811,30.58823529,8.070588168,23482,22232,8097,36.42047499,35.61855075,43.33333333,42.24358974,528759,352261,54.65165787,-2.741395023
263,2971,Diatom4,63641,Aut,2016,EAMONT - 10M D/S EAMONT BRIDGE,110.0000158,0.031088949,0.45560098,0.013683811,30.58823529,8.070588168,52502,52463,19542,37.2491089,49.64983155,49.31666667,44.30555556,528759,352261,54.65165787,-2.741395023
264,2985,Diatom1,63855,Spr,2016,HAWESWATER BECK - 10M U/S NADDLE BECK BRIDGE,61.94275235,0.099156288,0.34955445,0.034170049,12.68421053,7.394285747,24686,24637,14693,59.63794293,16.57902348,29.49206349,29.63836478,516000,351000,54.53688469,-2.75880142
265,2740,Diatom4,63855,Aut,2016,HAWESWATER BECK - 10M U/S NADDLE BECK BRIDGE,61.94275235,0.099156288,0.34955445,0.034170049,12.68421053,7.394285747,52559,52389,9064,17.30134188,36.4543295,48.93661972,48.40055633,516000,351000,54.53688469,-2.75880142
266,2889,Diatom2,64188,Spr,2016,EHEN - 20M D/S BRIDGE AT WATH BROW.,84.87816038,0.015869576,0.32752162,0.004820028,20.83333333,7.841666698,29459,29453,9850,33.44311276,23.55320962,12.22007722,9.225721785,514425,303157,54.51583733,-3.497479685
267,3086,Diatom4,64188,Aut,2016,EHEN - 20M D/S BRIDGE AT WATH BROW.,84.87816038,0.015869576,0.32752162,0.004820028,20.83333333,7.841666698,44753,44752,12260,27.39542367,40.35152254,41.89655172,41.07692308,514425,303157,54.51583733,-3.497479685
268,2578,Diatom1,64262,Spr,2016,ST JOHNS BECK - 20M U/S THRELKELD BRIDGE,71.13517139,0.015977874,0.342955675,0.006588224,17.78571429,7.72750001,16940,16934,8754,51.69481516,21.86469995,26.80781759,25.61538462,524651,331481,54.6123473,-3.062436368
269,2953,Diatom4,64262,Aut,2016,ST JOHNS BECK - 20M U/S THRELKELD BRIDGE,71.13517139,0.015977874,0.342955675,0.006588224,17.78571429,7.72750001,42853,42816,17908,41.8254858,23.79994843,31.21794872,23.54545455,524651,331481,54.6123473,-3.062436368
270,2881,Diatom1,64438,Spr,2016,KING WATER - 30M U/S ROAD BRIDGE AT WALTON,241.9648384,0.034103642,0.826033211,0.016763574,101.1428571,8.148571423,20310,20304,8041,39.60303388,61.86272771,56.64808917,56.13492063,564347,352718,54.97148384,-2.740137664
271,3103,Diatom4,64438,Aut,2016,KING WATER - 30M U/S ROAD BRIDGE AT WALTON,241.9648384,0.034103642,0.826033211,0.016763574,101.1428571,8.148571423,54547,54506,10223,18.75573331,62.57215346,56.35964912,55.88662791,564347,352718,54.97148384,-2.740137664
272,2529,Diatom1,65206,Spr,2016,CROOKHURST BECK - AT NY081429,371.3291916,0.052799893,5.057085226,0.063902637,93.36585366,7.620000001,13399,13398,6503,48.53709509,59.81364065,52.15981013,51.59591195,542878,308124,54.77238198,-3.429725064
273,2950,Diatom4,65206,Aut,2016,CROOKHURST BECK - AT NY081429,371.3291916,0.052799893,5.057085226,0.063902637,93.36585366,7.620000001,3721,3718,1036,27.86444325,60.32328738,66.48514851,65.16025641,542878,308124,54.77238198,-3.429725064
276,2876,Diatom1,65539,Spr,2016,"PEOVER EYE, BATE MILL, OVER PEOVER (XT 94)",612.645121,0.126914924,4.457339975,0.095493438,170.4166667,7.899166783,29102,27002,13251,49.07414266,66.3164734,76.83689024,76.06174699,372406,380101,53.24829306,-2.299675568
277,2684,Diatom3,65539,Aut,2016,"PEOVER EYE, BATE MILL, OVER PEOVER (XT 94)",612.645121,0.126914924,4.457339975,0.095493438,170.4166667,7.899166783,26356,25371,10743,42.34362067,73.79305667,82.64802632,79.35275081,372406,380101,53.24829306,-2.299675568
278,2464,Diatom1 ,65603,Spr,2016,BRADSHAW BK BRADSHAW BRIDGE,176.4756896,0.030925599,0.56922927,0.040539541,47.5,7.678333282,22964,22961,11194,48.75223205,61.00615342,55.59166667,55.22203947,412113,373306,53.60489157,-2.4048858
279,2954,Diatom4,65603,Aut,2016,BRADSHAW BK BRADSHAW BRIDGE,176.4756896,0.030925599,0.56922927,0.040539541,47.5,7.678333282,40141,39666,6659,16.7876771,55.84599183,60.83047945,59.48019802,412113,373306,53.60489157,-2.4048858
280,2644,Diatom2,65655,Spr,2016,ETHEROW AT COMPSTALL BRIDGE,154.9750937,0.112197315,1.780786546,0.1947331,31.16666667,7.696666678,44653,44638,11864,26.57825171,58.58023946,60.61491935,60.84980237,390686,396613,53.41297147,-2.05242056
281,2816,Diatom4,65655,Aut,2016,ETHEROW AT COMPSTALL BRIDGE,154.9750937,0.112197315,1.780786546,0.1947331,31.16666667,7.696666678,40522,40360,8646,21.4222002,51.42441753,49.76145038,45.53807947,390686,396613,53.41297147,-2.05242056
282,3000,Diatom1,66923,Spr,2016,"PEOVER EYE, HOLFORD HALL, D/S PLUMLEY",610.5145239,0.098857244,4.573862522,0.128622415,166.9166667,7.991666675,11607,11007,5500,49.96820205,64.62516349,74.95065789,73.34415584,375597,370733,53.27653951,-2.440360196
283,3115,Diatom5,66923,Aut,2016,"PEOVER EYE, HOLFORD HALL, D/S PLUMLEY",610.5145239,0.098857244,4.573862522,0.128622415,166.9166667,7.991666675,14991,14968,4925,32.90352753,74.53684797,71.6722973,67.090301,375597,370733,53.27653951,-2.440360196
284,2641,Diatom2,67397,Spr,2016,SETT PTC BROOKHOUSE BROOK,135.6463563,0.013444214,0.866646904,0.022436145,34.33333333,7.720000108,55009,55001,20919,38.03385393,42.87742552,43.05027174,42.88513514,387178,403017,53.38144325,-1.956108945
285,2968,Diatom4,67397,Aut,2016,SETT PTC BROOKHOUSE BROOK,135.6463563,0.013444214,0.866646904,0.022436145,34.33333333,7.720000108,40292,40287,10034,24.90629732,55.55394529,40.98484848,40.9006734,387178,403017,53.38144325,-1.956108945
286,2625,Diatom2,67428,Spr,2016,PTC CHESTERLANE BROOK (XT 94),495.822258,0.061422817,2.541968533,0.181124678,144.3939394,7.913125008,18325,17045,2014,11.81578175,67.45254737,64.47640118,64.47640118,364349,361677,53.17485927,-2.574805104
287,2746,Diatom4,67428,Aut,2016,PTC CHESTERLANE BROOK (XT 94),495.822258,0.061422817,2.541968533,0.181124678,144.3939394,7.913125008,9790,9790,4208,42.98263534,84.79836942,67.02572347,66.32587859,364349,361677,53.17485927,-2.574805104
288,2978,Diatom1,67572,Spr,2016,PASTURE BECK - PTC HAYESWATER GILL,56.30740806,0.004932424,0.20897276,0.001,16.33333333,7.753333251,32320,32320,9180,28.40346535,14.81686693,14.4488189,6.490147783,512665,341582,54.50591641,-2.903674792
289,2710,Diatom3,67572,Aut,2016,PASTURE BECK - PTC HAYESWATER GILL,56.30740806,0.004932424,0.20897276,0.001,16.33333333,7.753333251,51787,51787,17323,33.45047985,15.51878379,23.05248619,20.71957237,512665,341582,54.50591641,-2.903674792
290,2885,Diatom2,67786,Spr,2016,PTC R. GOYT,171.8017214,0.027101545,0.932640058,0.024343291,42.8,8.224999952,96035,96021,17322,18.03980379,58.84328936,53.17174515,52.79778393,381081,400945,53.32664691,-1.987273755
291,2810,Diatom4,67786,Aut,2016,PTC R. GOYT,171.8017214,0.027101545,0.932640058,0.024343291,42.8,8.224999952,46649,46631,14140,30.32317557,68.98195722,56.6894198,54.40199336,381081,400945,53.32664691,-1.987273755
292,2579,Diatom1,67808,Spr,2016,SETT PTC R KINDER,109.5790673,0.009688989,0.685539716,0.00677792,26.75,7.682500124,31998,31996,19377,60.56069509,40.29466959,25.65020161,25.29441118,387018,404997,53.37999049,-1.926345679
293,2965,Diatom4,67808,Aut,2016,SETT PTC R KINDER,109.5790673,0.009688989,0.685539716,0.00677792,26.75,7.682500124,50373,50372,20040,39.78400699,46.85347579,45.10204082,33.72053872,387018,404997,53.37999049,-1.926345679
294,3143,Diatom1,68038,Spr,2016,PTC R.ROCH,194.1122882,0.032606994,0.698504015,0.033139648,46.21875,7.844848532,23002,22998,12783,55.58309418,38.43875138,35.84527221,35.81428571,413307,388878,53.61618878,-2.169599245
295,2438,Diatom3,68038,Aut,2016,PTC R.ROCH,194.1122882,0.032606994,0.698504015,0.033139648,46.21875,7.844848532,44152,44087,28240,64.05516365,51.48257221,53.5,51.80420712,413307,388878,53.61618878,-2.169599245
296,2871,Diatom1,68052,Spr,2016,BRADSHAW BK PTC R.TONGE,227.5528297,0.034127349,0.725579266,0.039237147,61.07407407,7.816666674,22446,22328,7809,34.97402365,60.16844927,58.75,58.3852459,408668,373330,53.57392898,-2.40422732
297,3097,Diatom4,68052,Aut,2016,BRADSHAW BK PTC R.TONGE,227.5528297,0.034127349,0.725579266,0.039237147,61.07407407,7.816666674,44565,44526,8631,19.38418003,71.93987931,67.41856678,66.01461039,408668,373330,53.57392898,-2.40422732
298,3018,Diatom2,68380,Spr,2016,PTC RIVER DANE,658.2310596,0.24925951,5.472265764,0.356854873,191.0833333,7.717500011,31618,31618,2771,8.763995193,78.64101959,85,85,370641,367609,53.23181045,-2.486701103
299,3006,Diatom4,68380,Aut,2016,PTC RIVER DANE,658.2310596,0.24925951,5.472265764,0.356854873,191.0833333,7.717500011,40829,40685,6055,14.88263488,80.50400195,89.01515152,87.94262295,370641,367609,53.23181045,-2.486701103
300,2886,Diatom2,68491,Spr,2016,GOYT - TAXAL,145.9816209,0.01892886,1.087991861,0.010684446,30.08333333,7.820833365,69108,69086,30829,44.62409171,30.31972009,32.17532468,30.73482428,379829,400771,53.31539333,-1.989888773
301,2826,Diatom4,68491,Aut,2016,GOYT - TAXAL,145.9816209,0.01892886,1.087991861,0.010684446,30.08333333,7.820833365,38043,38042,18842,49.52946743,47.04817464,37.75773196,35.75082508,379829,400771,53.31539333,-1.989888773
302,3026,Diatom3,68759,Spr,2016,HODDER - U/S BARN GILL,160.1988504,0.029874003,0.317727101,0.013376708,62.53333333,7.92861104,78126,78117,50513,64.66326152,23.38437887,16.31914894,14.75852273,453583,371741,53.97752955,-2.432354207
303,3192,Diatom5,68759,Aut,2016,HODDER - U/S BARN GILL,160.1988504,0.029874003,0.317727101,0.013376708,62.53333333,7.92861104,28941,28914,14582,50.43231652,53.32607351,36.22775801,29.17888563,453583,371741,53.97752955,-2.432354207
304,3031,Diatom2,69134,Spr,2016,BRADSHAW BK U/S JUMBLES RESERVOIR,160.524473,0.029999999,0.634270814,0.045498942,45.83333333,7.839999994,49093,49063,17296,35.25263437,38.8058699,45.25342466,45.25342466,415156,373810,53.63226763,-2.397526355
305,2974,Diatom4,69134,Aut,2016,BRADSHAW BK U/S JUMBLES RESERVOIR,160.524473,0.029999999,0.634270814,0.045498942,45.83333333,7.839999994,69675,65402,15225,23.27910461,58.75716033,59.47413793,57.2826087,415156,373810,53.63226763,-2.397526355
306,2999,Diatom1,69181,Spr,2016,LEVY BECK - U/S LOW MILL BRIDGE,271.3846527,0.071336729,2.389223313,0.052636622,82.83333333,7.786666632,22956,22935,8391,36.58600392,52.83012491,54.29022082,54.25,477726,329841,54.19047989,-3.076720545
307,2839,Diatom4,69181,Aut,2016,LEVY BECK - U/S LOW MILL BRIDGE,271.3846527,0.071336729,2.389223313,0.052636622,82.83333333,7.786666632,46001,46000,8155,17.72826087,62.22292502,53.27988338,52.05797101,477726,329841,54.19047989,-3.076720545
308,2593,Diatom1,69430,Spr,2016,DOUGLAS - U/S RIVINGTON RESERVOIR,117.3970649,0.024347439,0.505708873,0.016611772,31.88888889,7.677058837,17055,17054,6816,39.96716313,52.17108315,41.73566879,39.22554348,412500,363619,53.60778474,-2.55131925
309,2718,Diatom3,69430,Aut,2016,DOUGLAS - U/S RIVINGTON RESERVOIR,117.3970649,0.024347439,0.505708873,0.016611772,31.88888889,7.677058837,55297,55297,28206,51.00819213,27.60259069,33.43160377,22.23941368,412500,363619,53.60778474,-2.55131925
310,3150,Diatom1,73361,Spr,2016,CROOKED OAK,157.2756064,0.015528539,0.565814659,0.010739147,39.28571429,7.823333502,87573,87573,54992,62.79561052,43.07075973,27.57352941,27.1763754,548861,405429,54.83454734,-1.917005684
311,3118,Diatom5,73361,Aut,2016,CROOKED OAK,157.2756064,0.015528539,0.565814659,0.010739147,39.28571429,7.823333502,22735,22708,12906,56.83459574,48.30718044,35.5878553,34.43266833,548861,405429,54.83454734,-1.917005684
312,2921,Diatom2,74823,Spr,2016,U/S BAITINGS RESERVOIR-CONTROL SITE,96.11427407,0.030098812,0.193006716,0.014544374,9.333333333,7.286666632,22150,22147,13490,60.91118436,7.633634774,18.11023622,17.0751634,418625,399871,53.66410847,-2.003427919
313,2948,Diatom4,74823,Aut,2016,U/S BAITINGS RESERVOIR-CONTROL SITE,96.11427407,0.030098812,0.193006716,0.014544374,9.333333333,7.286666632,18312,18312,9346,51.03757099,11.91994055,24.31372549,15.203125,418625,399871,53.66410847,-2.003427919
314,2642,Diatom2,74826,Spr,2016,D/S BOOTH DEAN CLOUGH RESERVOIR,201.2279478,0.04114836,0.664856562,0.015299225,30.03030303,7.825757561,39698,39698,7545,19.00599526,19.58941622,29.61538462,29.63375796,416895,403628,53.64854719,-1.946590483
315,2676,Diatom3,74826,Aut,2016,D/S BOOTH DEAN CLOUGH RESERVOIR,201.2279478,0.04114836,0.664856562,0.015299225,30.03030303,7.825757561,52307,52279,26086,49.89766445,35.12374478,40.20522388,35.79734219,416895,403628,53.64854719,-1.946590483
316,2497,Diatom1 ,75541,Spr,2016,"20M U/S NEW BR, RAWRIDGE",255.3281025,0.048416302,3.580509982,0.06863186,61.25,7.810000062,26741,26699,7046,26.39050152,56.04490861,68.46801347,68.51170569,106820,320060,50.85534781,-3.137063078
317,2717,Diatom3,75541,Aut,2016,"20M U/S NEW BR, RAWRIDGE",255.3281025,0.048416302,3.580509982,0.06863186,61.25,7.810000062,54443,54421,23799,43.7312802,67.90223448,67.40646259,67.45915033,106820,320060,50.85534781,-3.137063078
318,2629,Diatom2,75902,Spr,2016,D/S DALE DIKE RES AND U/S AGDEN CONFLUENCE,150.2341182,0.025756928,1.258072388,0.009235824,25,7.271428619,52872,52870,13977,26.43654246,28.10997807,18.46410684,18.35416667,391819,425527,53.42255498,-1.617342109
319,3088,Diatom4,75902,Aut,2016,D/S DALE DIKE RES AND U/S AGDEN CONFLUENCE,150.2341182,0.025756928,1.258072388,0.009235824,25,7.271428619,35926,35813,8644,24.13648675,20.66220049,32.55102041,18.24207493,391819,425527,53.42255498,-1.617342109
320,2469,Diatom2 ,76542,Spr,2016,UPSTREAM FULKING STW,537.290136,0.08148601,1.932784457,0.383183519,145.1666667,7.677142927,17833,17710,6077,34.31394692,42.8023278,50.58411215,50.56153846,111662,524552,50.89102308,-0.230496361
321,2730,Diatom3,76542,Aut,2016,UPSTREAM FULKING STW,537.290136,0.08148601,1.932784457,0.383183519,145.1666667,7.677142927,41098,41098,24056,58.53326196,44.52901035,62.89297659,63.26086957,111662,524552,50.89102308,-0.230496361
322,2470,Diatom2 ,76544,Spr,2016,DOWNSTREAM FULKING STW,537.290136,0.08148601,1.932784457,0.383183519,145.1666667,7.677142927,26743,26736,8456,31.6277678,66.44756655,70.85760518,70.88424437,111806,524532,50.89232167,-0.230731534
323,2812,Diatom4,76544,Aut,2016,DOWNSTREAM FULKING STW,537.290136,0.08148601,1.932784457,0.383183519,145.1666667,7.677142927,46900,46854,22170,47.3171981,55.43542206,62.83266129,66.25822368,111806,524532,50.89232167,-0.230731534
324,3068,Diatom3,77356,Spr,2016,JERVAULX,270.0256022,0.030589214,0.959751611,0.016013768,112.6363636,8.176363699,55164,54308,32812,60.41835457,41.47639454,35.81451613,35.82532051,486035,416508,54.2697067,-1.74802696
325,2790,Diatom4,77356,Aut,2016,JERVAULX,270.0256022,0.030589214,0.959751611,0.016013768,112.6363636,8.176363699,51122,50964,20386,40.00078487,64.80052818,58.49009901,57.36885246,486035,416508,54.2697067,-1.74802696
326,2884,Diatom2,77580,Spr,2016,GOYT D/S FERNILEE RES,106.1729083,0.022558051,0.757074047,0.010423052,19.5,7.589374989,142659,142560,44855,31.46394501,13.77334455,25.96656977,24.3125,378090,401292,53.29976109,-1.982075018
327,2818,Diatom4,77580,Aut,2016,GOYT D/S FERNILEE RES,106.1729083,0.022558051,0.757074047,0.010423052,19.5,7.589374989,49399,49385,21630,43.79872431,28.63299631,28.1316726,25.54635762,378090,401292,53.29976109,-1.982075018
328,2869,Diatom3,77996,Spr,2016,STATION ROAD FOOTBRIDGE,326.505463,0.033422669,3.93561261,0.024543585,47.56,7.584999976,32651,32651,10591,32.43698508,40.0138773,43.57843137,42.23974763,54110,176140,50.34425721,-5.147685316
329,2847,Diatom4,77996,Aut,2016,STATION ROAD FOOTBRIDGE,326.505463,0.033422669,3.93561261,0.024543585,47.56,7.584999976,50025,49437,15540,31.43394623,39.38058954,46.0380117,45.34188034,54110,176140,50.34425721,-5.147685316
330,2585,Diatom2,78696,Spr,2016,EHEN - U/S THE MILL,43.4530937,0.014898291,0.219770111,0.00398422,5.114285714,7.783714322,28055,27854,10285,36.92467868,14.69973044,17.13559322,19.83333333,515210,308197,54.52382882,-3.419896999
331,2701,Diatom3,78696,Aut,2016,EHEN - U/S THE MILL,43.4530937,0.014898291,0.219770111,0.00398422,5.114285714,7.783714322,34457,34455,14580,42.31606443,12.61800093,17.49003984,12.08933718,515210,308197,54.52382882,-3.419896999
